,City,Latitude,Longitude,Country,pm25_present,pm25_unit,pm25_mean,pm25_median,no2_present,no2_unit,no2_mean,no2_median,o3_present,o3_unit,o3_mean,o3_median,pm10_present,pm10_unit,pm10_mean,pm10_median,co_present,co_unit,co_mean,co_median,so2_present,so2_unit,so2_mean,so2_median,bc_present,bc_unit,bc_mean,bc_median
429,曲靖市,25.5035,103.7897,CN,True,µg/m³,11.75,11.5,True,µg/m³,13.0,12.5,True,µg/m³,78.5,78.5,True,µg/m³,31.75,31.5,True,µg/m³,625.0,650.0,True,µg/m³,10.5,11.0,False,,,
430,咸阳市,34.2969,108.6594,CN,True,µg/m³,126.75,128.5,True,µg/m³,68.375,71.5,True,µg/m³,74.25,74.5,True,µg/m³,132.33333333333334,133.5,True,µg/m³,1787.5,1750.0,True,µg/m³,9.75,11.0,False,,,
431,铜川市,34.8731,108.9344,CN,True,µg/m³,81.625,81.0,True,µg/m³,62.0,65.5,True,µg/m³,98.5,106.0,True,µg/m³,119.5,121.5,True,µg/m³,2225.0,2300.0,True,µg/m³,35.75,32.0,False,,,
432,延安市,36.5767,109.4131,CN,True,µg/m³,24.5,22.0,True,µg/m³,55.125,54.5,True,µg/m³,89.25,88.5,True,µg/m³,77.875,72.0,True,µg/m³,1600.0,1550.0,True,µg/m³,24.0,16.5,False,,,
433,宝鸡市,34.3017,107.0708,CN,True,µg/m³,82.125,75.0,True,µg/m³,47.1875,50.0,True,µg/m³,78.625,80.5,True,µg/m³,136.875,127.5,True,µg/m³,837.5,850.0,True,µg/m³,6.125,6.0,False,,,
434,渭南市,34.493,109.4266,CN,True,µg/m³,72.0,71.0,True,µg/m³,63.75,63.5,True,µg/m³,102.5,104.5,True,µg/m³,122.0,124.5,True,µg/m³,1000.0,950.0,True,µg/m³,9.375,9.5,False,,,
435,金昌市,38.5061,102.1708,CN,True,µg/m³,9.666666666666666,9.0,True,µg/m³,8.166666666666666,8.0,True,µg/m³,86.66666666666667,88.0,True,µg/m³,45.666666666666664,44.0,True,µg/m³,283.3333333333333,300.0,True,µg/m³,5.833333333333333,6.0,False,,,
436,嘉峪关市,39.7711,98.2908,CN,True,µg/m³,21.5,23.5,True,µg/m³,26.5,26.5,True,µg/m³,85.0,85.0,True,µg/m³,79.0,79.0,True,µg/m³,475.0,450.0,True,µg/m³,5.5,5.5,False,,,
437,石嘴山市,38.817,106.3394,CN,True,µg/m³,48.875,46.5,True,µg/m³,56.5,58.5,True,µg/m³,86.0,85.5,True,µg/m³,105.125,112.0,True,µg/m³,1825.0,1800.0,True,µg/m³,81.625,64.5,False,,,
438,克拉玛依市,44.3336,84.8861,CN,True,µg/m³,19.4,18.5,True,µg/m³,23.7,25.0,True,µg/m³,47.6,41.0,True,µg/m³,45.3,35.5,True,µg/m³,730.0,700.0,True,µg/m³,5.2,5.0,False,,,
439,库尔勒市,41.7128,86.1461,CN,True,µg/m³,16.0,17.0,True,µg/m³,30.333333333333332,24.5,True,µg/m³,77.0,71.0,True,µg/m³,31.333333333333332,32.0,True,µg/m³,566.6666666666666,650.0,True,µg/m³,5.166666666666667,5.0,False,,,
440,Satna,24.58434363,80.8549414,IN,True,µg/m³,3.6885714285714286,0.0,False,,,,False,,,,True,µg/m³,106.89571428571428,92.45,True,µg/m³,1621.4285714285713,1610.0,True,µg/m³,37.35285714285715,37.41,False,,,
441,寿光市,36.864,118.746,CN,True,µg/m³,104.75,101.5,True,µg/m³,42.25,42.0,True,µg/m³,95.0,95.0,True,µg/m³,179.75,179.5,True,µg/m³,2825.0,2700.0,True,µg/m³,15.5,15.5,False,,,
442,章丘市,36.71,117.541,CN,True,µg/m³,80.5,81.5,True,µg/m³,54.5,56.0,True,µg/m³,82.5,82.5,True,µg/m³,123.5,128.5,True,µg/m³,2100.0,2100.0,True,µg/m³,33.0,33.0,False,,,
443,即墨市,36.44,120.61,CN,True,µg/m³,66.75,65.5,True,µg/m³,58.5,58.5,True,µg/m³,81.5,81.5,True,µg/m³,144.66666666666666,144.0,True,µg/m³,2625.0,2600.0,True,µg/m³,11.0,10.0,False,,,
444,胶南市,35.872,120.005,CN,True,µg/m³,95.25,93.0,True,µg/m³,61.0,61.0,True,µg/m³,90.5,90.5,True,µg/m³,147.0,141.5,True,µg/m³,1450.0,1450.0,True,µg/m³,22.25,23.5,False,,,
445,胶州市,36.253,120.014,CN,True,µg/m³,130.0,130.0,True,µg/m³,66.0,66.0,True,µg/m³,105.0,105.0,True,µg/m³,199.5,199.5,True,µg/m³,1950.0,1950.0,True,µg/m³,22.5,22.5,False,,,
446,莱西市,36.865,120.515,CN,True,µg/m³,92.5,88.0,True,µg/m³,42.5,43.0,True,µg/m³,103.5,103.5,True,µg/m³,134.25,123.5,True,µg/m³,2000.0,2050.0,True,µg/m³,11.0,11.0,False,,,
447,平度市,36.799,119.976,CN,True,µg/m³,88.33333333333333,92.0,True,µg/m³,62.666666666666664,61.0,True,µg/m³,73.75,84.0,True,µg/m³,160.66666666666666,165.0,True,µg/m³,1266.6666666666667,1200.0,True,µg/m³,27.0,24.0,False,,,
448,蓬莱市,37.809,120.747,CN,True,µg/m³,36.75,36.0,True,µg/m³,41.25,39.5,True,µg/m³,104.0,104.0,True,µg/m³,59.25,59.0,True,µg/m³,1125.0,1050.0,True,µg/m³,9.25,9.5,False,,,
449,招远市,37.364,120.394,CN,True,µg/m³,62.5,60.5,True,µg/m³,29.75,29.0,True,µg/m³,117.5,117.5,True,µg/m³,97.5,91.0,True,µg/m³,1625.0,1550.0,True,µg/m³,8.25,8.0,False,,,
450,莱州市,37.177,119.941,CN,True,µg/m³,54.75,57.5,True,µg/m³,37.75,40.0,True,µg/m³,109.5,109.5,True,µg/m³,92.5,91.0,True,µg/m³,1650.0,1600.0,True,µg/m³,11.75,11.5,False,,,
451,荣成市,37.154,122.471,CN,True,µg/m³,40.0,40.0,True,µg/m³,32.0,32.0,True,µg/m³,107.0,107.0,True,µg/m³,70.5,70.5,True,µg/m³,1100.0,1100.0,True,µg/m³,11.5,11.5,False,,,
452,文登市,37.187,122.019,CN,True,µg/m³,39.5,38.0,True,µg/m³,34.5,34.0,True,µg/m³,103.5,103.5,True,µg/m³,79.25,81.0,True,µg/m³,1575.0,1550.0,True,µg/m³,6.25,6.5,False,,,
453,乳山市,36.907,121.544,CN,True,µg/m³,71.25,69.0,True,µg/m³,39.75,39.0,True,µg/m³,101.5,101.5,True,µg/m³,68.5,68.5,True,µg/m³,1500.0,1400.0,True,µg/m³,7.25,7.0,False,,,
454,吴江市,31.155,120.635,CN,True,µg/m³,73.5,70.5,True,µg/m³,67.16666666666667,67.5,True,µg/m³,98.66666666666667,101.0,True,µg/m³,89.6,91.0,True,µg/m³,983.3333333333334,1000.0,True,µg/m³,8.166666666666666,6.5,False,,,
455,昆山市,31.388,120.953,CN,True,µg/m³,86.0,86.0,True,µg/m³,69.5,69.5,True,µg/m³,97.0,97.0,False,,,,True,µg/m³,1100.0,1100.0,True,µg/m³,9.0,9.0,False,,,
456,常熟市,31.656,120.734,CN,True,µg/m³,86.33333333333333,89.0,True,µg/m³,61.333333333333336,68.5,True,µg/m³,113.66666666666667,110.0,True,µg/m³,107.75,107.5,True,µg/m³,900.0,750.0,True,µg/m³,16.2,19.0,False,,,
457,张家港市,31.874,120.526,CN,True,µg/m³,70.5,69.0,True,µg/m³,78.0,75.5,True,µg/m³,90.0,90.0,True,µg/m³,127.0,125.5,True,µg/m³,1050.0,1050.0,True,µg/m³,8.5,9.0,False,,,
458,太仓市,31.422,121.14,CN,True,µg/m³,80.5,81.5,True,µg/m³,71.0,69.0,True,µg/m³,101.5,101.5,True,µg/m³,110.5,110.5,True,µg/m³,1025.0,1050.0,True,µg/m³,12.0,11.5,False,,,
459,句容市,31.955,119.146,CN,True,µg/m³,89.5,89.5,True,µg/m³,68.5,69.0,True,µg/m³,95.5,95.5,True,µg/m³,108.75,110.5,True,µg/m³,1350.0,1350.0,True,µg/m³,7.25,7.0,False,,,
460,江阴市,31.92,120.237,CN,True,µg/m³,101.5,93.5,True,µg/m³,78.16666666666667,82.5,True,µg/m³,89.66666666666667,91.0,True,µg/m³,127.33333333333333,124.0,True,µg/m³,1200.0,1250.0,True,µg/m³,16.0,18.0,False,,,
461,宜兴市,31.354,119.818,CN,True,µg/m³,65.75,67.0,True,µg/m³,65.5,66.0,True,µg/m³,118.0,118.0,True,µg/m³,87.5,87.5,True,µg/m³,1350.0,1350.0,True,µg/m³,39.5,40.0,False,,,
462,金坛市,31.751,119.579,CN,True,µg/m³,67.66666666666667,66.0,True,µg/m³,78.0,79.0,True,µg/m³,123.5,123.5,True,µg/m³,85.0,85.0,True,µg/m³,1533.3333333333333,1400.0,True,µg/m³,11.666666666666666,10.0,False,,,
463,溧阳市,31.317,119.438,CN,True,µg/m³,78.75,80.5,True,µg/m³,53.75,53.5,True,µg/m³,122.0,122.0,True,µg/m³,101.0,100.0,True,µg/m³,1125.0,1100.0,True,µg/m³,6.5,6.5,False,,,
464,海门市,31.896,121.1518,CN,True,µg/m³,53.5,53.0,True,µg/m³,41.75,41.0,True,µg/m³,114.0,114.0,True,µg/m³,70.5,72.0,True,µg/m³,1075.0,1050.0,True,µg/m³,8.0,8.0,False,,,
465,临安市,30.2311,119.6942,CN,True,µg/m³,29.25,29.5,True,µg/m³,24.0,24.0,True,µg/m³,103.25,98.5,True,µg/m³,65.25,65.5,True,µg/m³,775.0,750.0,True,µg/m³,7.75,7.0,False,,,
466,富阳市,30.049,119.946,CN,True,µg/m³,43.5,43.5,True,µg/m³,34.0,34.0,True,µg/m³,92.0,92.0,True,µg/m³,76.5,76.5,True,µg/m³,1300.0,1300.0,True,µg/m³,9.0,9.0,False,,,
467,义乌市,29.305,120.04,CN,True,µg/m³,48.25,48.5,True,µg/m³,42.75,42.0,True,µg/m³,106.5,106.5,True,µg/m³,70.0,70.0,True,µg/m³,800.0,800.0,True,µg/m³,13.5,13.5,False,,,
468,诸暨市,29.732,120.209,CN,True,µg/m³,33.0,33.0,True,µg/m³,33.0,33.0,True,µg/m³,106.0,106.0,True,µg/m³,62.0,62.0,True,µg/m³,900.0,900.0,True,µg/m³,6.5,6.5,False,,,
469,瓦房店市,39.617,122.011,CN,True,µg/m³,40.5,40.5,True,µg/m³,37.75,39.0,True,µg/m³,50.0,50.0,True,µg/m³,43.5,46.0,True,µg/m³,450.0,450.0,True,µg/m³,32.0,32.0,False,,,
470,信阳市,32.1078,114.0122,CN,True,µg/m³,41.0,40.5,True,µg/m³,41.5,43.0,True,µg/m³,96.0,94.5,True,µg/m³,55.75,53.5,True,µg/m³,862.5,900.0,True,µg/m³,6.75,7.0,False,,,
471,周口市,33.5979,114.6369,CN,True,µg/m³,59.125,59.0,True,µg/m³,48.875,49.0,True,µg/m³,91.0,91.0,True,µg/m³,73.125,72.5,True,µg/m³,1100.0,1100.0,True,µg/m³,15.5,15.5,False,,,
472,漳州市,24.4674,117.6336,CN,True,µg/m³,29.666666666666668,32.0,True,µg/m³,34.166666666666664,33.5,True,µg/m³,86.33333333333333,85.0,True,µg/m³,52.333333333333336,54.0,True,µg/m³,816.6666666666666,800.0,True,µg/m³,7.833333333333333,7.5,False,,,
473,晋城市,35.4813,112.8252,CN,True,µg/m³,94.08333333333333,90.5,True,µg/m³,47.916666666666664,46.5,True,µg/m³,98.33333333333333,96.5,True,µg/m³,175.25,171.5,True,µg/m³,3800.0,3450.0,True,µg/m³,32.0,31.5,False,,,
474,朔州市,39.3179,112.4078,CN,True,µg/m³,89.9,95.5,True,µg/m³,59.3,56.5,True,µg/m³,75.6,74.0,True,µg/m³,238.8,218.5,True,µg/m³,1230.0,1200.0,True,µg/m³,89.2,90.5,False,,,
475,晋中市,37.68277778,112.7105,CN,True,µg/m³,54.125,51.5,True,µg/m³,67.0,66.0,True,µg/m³,82.0,82.5,True,µg/m³,110.625,108.0,True,µg/m³,1000.0,1000.0,True,µg/m³,29.5,28.5,False,,,
476,运城市,35.0147,110.9678,CN,True,µg/m³,63.0,58.0,True,µg/m³,39.2,40.5,True,µg/m³,121.4,124.0,True,µg/m³,102.2,97.0,True,µg/m³,1230.0,1150.0,True,µg/m³,19.4,18.0,False,,,
477,忻州市,38.4186,112.7003,CN,True,µg/m³,59.833333333333336,42.0,True,µg/m³,50.5,55.0,True,µg/m³,76.33333333333333,76.0,True,µg/m³,100.83333333333333,88.0,True,µg/m³,1433.3333333333333,1100.0,True,µg/m³,57.333333333333336,27.5,False,,,
478,吕梁市,37.51,111.1283333,CN,True,µg/m³,33.833333333333336,31.5,True,µg/m³,54.666666666666664,57.0,True,µg/m³,81.33333333333333,82.0,True,µg/m³,80.0,75.5,True,µg/m³,783.3333333333334,750.0,True,µg/m³,40.166666666666664,39.5,False,,,
479,乌海市,39.6572,106.7931,CN,True,µg/m³,37.0,36.5,True,µg/m³,42.666666666666664,46.5,True,µg/m³,84.33333333333333,85.0,True,µg/m³,60.0,61.5,True,µg/m³,983.3333333333334,1100.0,True,µg/m³,12.833333333333334,14.5,False,,,
480,Rupnagar,31.0325454,76.5623046,IN,True,µg/m³,56.10166666666667,59.004999999999995,True,µg/m³,13.466666666666667,13.615,False,,,,True,µg/m³,149.55666666666664,163.56,True,µg/m³,663.3333333333334,665.0,True,µg/m³,6.443333333333334,6.335,False,,,
481,通辽市,43.6156,122.2532,CN,True,µg/m³,21.666666666666668,21.0,True,µg/m³,24.666666666666668,25.0,True,µg/m³,70.33333333333333,71.0,True,µg/m³,45.333333333333336,39.5,True,µg/m³,266.6666666666667,300.0,True,µg/m³,9.666666666666666,10.5,False,,,
482,呼伦贝尔市,49.1577,119.7512,CN,True,µg/m³,24.25,26.0,True,µg/m³,15.75,16.0,True,µg/m³,54.0,54.0,True,µg/m³,27.5,28.5,True,µg/m³,275.0,250.0,True,µg/m³,3.0,3.0,False,,,
483,巴彦淖尔市,40.7378,107.3715,CN,True,µg/m³,26.333333333333332,19.5,True,µg/m³,37.666666666666664,40.5,True,µg/m³,85.33333333333333,82.0,True,µg/m³,48.666666666666664,39.0,True,µg/m³,683.3333333333334,700.0,True,µg/m³,12.0,11.5,False,,,
484,乌兰察布市,40.9923,113.1076,CN,True,µg/m³,24.25,21.5,True,µg/m³,55.75,55.0,True,µg/m³,87.5,87.5,True,µg/m³,53.5,41.0,True,µg/m³,1250.0,1200.0,True,µg/m³,23.5,25.5,False,,,
485,兴安盟,46.0703,122.0506,CN,True,µg/m³,19.0,20.5,True,µg/m³,18.666666666666668,19.5,True,µg/m³,70.33333333333333,70.0,True,µg/m³,29.5,27.5,True,µg/m³,316.6666666666667,300.0,True,µg/m³,4.166666666666667,4.0,False,,,
486,锡林郭勒盟,43.9311,116.0781,CN,True,µg/m³,3.5,3.0,True,µg/m³,20.0,18.5,True,µg/m³,71.0,71.0,True,µg/m³,9.25,8.0,True,µg/m³,550.0,550.0,True,µg/m³,16.0,16.0,False,,,
487,阿拉善盟,38.8516,105.724,CN,True,µg/m³,18.333333333333332,22.5,True,µg/m³,6.833333333333333,6.5,True,µg/m³,97.66666666666667,97.0,True,µg/m³,34.666666666666664,36.0,True,µg/m³,400.0,400.0,True,µg/m³,8.5,8.0,False,,,
488,阜新市,42.0186,121.6561,CN,True,µg/m³,29.4,27.0,True,µg/m³,35.7,42.0,True,µg/m³,70.8,71.0,True,µg/m³,42.22222222222222,44.0,True,µg/m³,540.0,500.0,True,µg/m³,31.7,31.0,False,,,
489,辽阳市,41.1953,123.1417,CN,True,µg/m³,30.0,27.0,True,µg/m³,36.75,37.0,True,µg/m³,52.75,54.0,True,µg/m³,66.125,66.5,True,µg/m³,950.0,800.0,True,µg/m³,14.25,14.0,False,,,
490,Khanna,30.736056,76.209694,IN,True,µg/m³,105.46142857142858,103.68,True,µg/m³,52.207142857142856,52.29,True,µg/m³,3.261428571428571,2.89,True,µg/m³,136.6042857142857,120.93,True,µg/m³,0.34142857142857147,0.31,True,µg/m³,2.8285714285714287,2.77,False,,,
491,铁岭市,42.2217,123.7153,CN,True,µg/m³,37.0,26.0,True,µg/m³,39.714285714285715,43.0,True,µg/m³,66.42857142857143,65.0,True,µg/m³,75.42857142857143,54.0,True,µg/m³,485.7142857142857,500.0,True,µg/m³,21.714285714285715,19.0,False,,,
492,朝阳市,41.5647,120.4247,CN,True,µg/m³,22.0,18.5,True,µg/m³,33.0,35.5,True,µg/m³,66.5,66.0,True,µg/m³,46.166666666666664,45.0,True,µg/m³,837.5,850.0,True,µg/m³,18.625,17.0,False,,,
493,Jalandhar,31.321907,75.578914,IN,True,µg/m³,58.604000000000006,57.8,True,µg/m³,5.08,4.7,True,µg/m³,10.21,10.21,True,µg/m³,77.352,76.26,True,µg/m³,412.0,410.0,True,µg/m³,3.4799999999999995,3.5,False,,,
494,Patiala,30.349388,76.366642,IN,True,µg/m³,89.9857142857143,91.2,True,µg/m³,18.414285714285715,18.4,True,µg/m³,0.6799999999999999,0.68,True,µg/m³,117.85714285714286,118.6,True,µg/m³,2022.857142857143,2009.9999999999998,True,µg/m³,13.947142857142856,13.94,False,,,
495,四平市,43.1594,124.3419,CN,True,µg/m³,10.833333333333334,11.0,True,µg/m³,18.666666666666668,17.5,True,µg/m³,76.0,73.0,True,µg/m³,23.666666666666668,25.0,True,µg/m³,316.6666666666667,300.0,True,µg/m³,4.333333333333333,4.0,False,,,
496,Greater Noida,28.47272,77.482,IN,True,µg/m³,310.14285714285717,314.0,True,µg/m³,100.7,101.4,True,µg/m³,4.871428571428572,4.6,True,µg/m³,391.85714285714283,403.0,True,µg/m³,3282.8571428571427,3270.0,True,µg/m³,11.157142857142858,11.0,False,,,
497,辽源市,42.8947,125.1358,CN,True,µg/m³,24.75,24.0,True,µg/m³,23.0,22.0,True,µg/m³,71.0,71.0,True,µg/m³,32.75,32.0,True,µg/m³,525.0,550.0,True,µg/m³,9.0,8.0,False,,,
498,通化市,41.7156,125.9361,CN,True,µg/m³,44.75,43.5,True,µg/m³,28.75,29.0,True,µg/m³,72.0,72.0,True,µg/m³,66.0,62.5,True,µg/m³,1375.0,1350.0,True,µg/m³,15.5,16.0,False,,,
499,白山市,41.9206,126.4047,CN,True,µg/m³,48.75,48.5,True,µg/m³,30.25,30.5,True,µg/m³,71.0,71.0,True,µg/m³,79.75,81.0,True,µg/m³,1725.0,1750.0,True,µg/m³,19.75,18.5,False,,,
500,松原市,45.0878,124.8292,CN,True,µg/m³,32.25,30.0,True,µg/m³,13.0,12.5,True,µg/m³,47.5,47.5,True,µg/m³,62.5,59.0,True,µg/m³,550.0,550.0,True,µg/m³,4.25,4.0,False,,,
501,白城市,45.6289,122.8444,CN,True,µg/m³,22.25,22.0,True,µg/m³,23.25,24.0,True,µg/m³,67.5,67.5,True,µg/m³,32.666666666666664,31.0,True,µg/m³,1000.0,1000.0,True,µg/m³,11.5,11.0,False,,,
502,延边州,42.8775,129.3675,CN,True,µg/m³,48.666666666666664,49.5,True,µg/m³,37.0,36.0,True,µg/m³,72.0,72.0,True,µg/m³,64.8,66.0,True,µg/m³,900.0,900.0,True,µg/m³,15.0,12.5,False,,,
503,鸡西市,45.305,130.9817,CN,True,µg/m³,12.875,13.0,True,µg/m³,9.25,9.0,True,µg/m³,42.25,39.5,True,µg/m³,13.5,14.0,True,µg/m³,387.5,350.0,True,µg/m³,2.25,3.0,False,,,
504,鹤岗市,47.2753,130.261,CN,True,µg/m³,13.428571428571429,15.0,True,µg/m³,8.0,7.0,True,µg/m³,64.14285714285714,64.0,True,µg/m³,15.833333333333334,19.0,True,µg/m³,442.85714285714283,400.0,True,µg/m³,7.0,8.0,False,,,
505,双鸭山市,46.619,131.1638,CN,True,µg/m³,11.75,14.5,True,µg/m³,13.5,13.0,True,µg/m³,61.75,62.5,True,µg/m³,19.6,15.0,True,µg/m³,387.5,350.0,True,µg/m³,3.75,2.5,False,,,
506,伊春市,47.7222,128.8736,CN,True,µg/m³,11.25,10.5,True,µg/m³,8.0,8.0,True,µg/m³,49.5,49.5,True,µg/m³,20.5,21.0,True,µg/m³,175.0,200.0,True,µg/m³,4.0,4.0,False,,,
507,佳木斯市,46.7975,130.2719,CN,True,µg/m³,6.4,6.5,True,µg/m³,11.6,7.5,True,µg/m³,53.6,52.0,True,µg/m³,13.6,12.0,True,µg/m³,420.0,400.0,True,µg/m³,3.2,2.5,False,,,
508,七台河市,45.7677,130.9467,CN,True,µg/m³,11.666666666666666,11.0,True,µg/m³,22.666666666666668,19.0,True,µg/m³,55.0,58.0,True,µg/m³,12.75,13.5,True,µg/m³,316.6666666666667,350.0,True,µg/m³,6.666666666666667,7.0,False,,,
509,黑河市,50.2391,127.4961,CN,True,µg/m³,12.333333333333334,9.0,True,µg/m³,9.333333333333334,8.5,True,µg/m³,61.333333333333336,55.0,True,µg/m³,44.0,41.5,True,µg/m³,400.0,400.0,True,µg/m³,11.0,9.5,False,,,
510,绥化市,46.6384,126.9636,CN,True,µg/m³,15.5,16.0,True,µg/m³,7.25,7.0,True,µg/m³,34.5,34.5,True,µg/m³,20.25,19.5,True,µg/m³,475.0,500.0,True,µg/m³,2.5,2.5,False,,,
511,大兴安岭地区,50.4217,124.1186,CN,True,µg/m³,19.5,19.0,True,µg/m³,14.75,16.5,True,µg/m³,64.0,64.0,True,µg/m³,32.25,32.0,True,µg/m³,475.0,500.0,True,µg/m³,30.0,29.5,False,,,
512,蚌埠市,32.8913,117.3065,CN,True,µg/m³,62.333333333333336,64.0,True,µg/m³,78.91666666666667,78.0,True,µg/m³,117.0,118.5,True,µg/m³,84.33333333333333,84.0,True,µg/m³,991.6666666666666,950.0,True,µg/m³,40.583333333333336,40.5,False,,,
513,淮南市,32.6028,116.7039,CN,True,µg/m³,59.083333333333336,58.5,True,µg/m³,52.083333333333336,50.0,True,µg/m³,105.33333333333333,104.5,True,µg/m³,82.75,83.0,True,µg/m³,958.3333333333334,900.0,True,µg/m³,17.666666666666668,17.0,False,,,
514,Bengaluru,12.917348,77.622813,IN,True,µg/m³,61.69815789473684,50.0,True,µg/m³,31.34771428571429,20.2,True,µg/m³,12.527500000000002,13.219999999999999,True,µg/m³,91.22516129032257,84.0,True,µg/m³,372.84051282051286,2.76,True,µg/m³,15.070937500000005,3.645,False,,,
515,淮北市,33.8997,116.7844,CN,True,µg/m³,62.166666666666664,60.5,True,µg/m³,60.833333333333336,61.0,True,µg/m³,98.66666666666667,98.0,True,µg/m³,74.16666666666667,75.0,True,µg/m³,1066.6666666666667,1100.0,True,µg/m³,11.666666666666666,11.5,False,,,
516,Bathinda ,30.233011,74.907758,IN,True,µg/m³,18.267142857142858,0.0,True,µg/m³,5.115714285714286,0.0,False,,,,True,µg/m³,36.01428571428571,0.0,True,µg/m³,0.0,0.0,True,µg/m³,4.064285714285715,0.0,False,,,
517,Bulandshahr,28.406963,77.849831,IN,True,µg/m³,325.2857142857143,331.0,True,µg/m³,51.23333333333333,50.9,True,µg/m³,3.085714285714286,3.0,False,,,,True,µg/m³,1715.0,2135.0,True,µg/m³,20.2,18.9,False,,,
518,Muzaffarnagar,29.4723508,77.7194031,IN,True,µg/m³,192.28571428571428,193.0,True,µg/m³,54.214285714285715,54.4,True,µg/m³,0.5342857142857144,0.55,False,,,,True,µg/m³,901.4285714285714,920.0,False,,,,False,,,
519,铜陵市,30.9414,117.7442,CN,True,µg/m³,38.083333333333336,36.0,True,µg/m³,58.583333333333336,61.0,True,µg/m³,84.16666666666667,87.5,True,µg/m³,58.333333333333336,53.5,True,µg/m³,1058.3333333333333,1050.0,True,µg/m³,20.75,12.0,False,,,
520,安庆市,30.5103,116.9894,CN,True,µg/m³,33.0,32.5,True,µg/m³,46.25,46.0,True,µg/m³,106.75,109.5,True,µg/m³,45.5,46.0,True,µg/m³,712.5,700.0,True,µg/m³,6.75,6.5,False,,,
521,黄山市,29.7128,118.1371,CN,True,µg/m³,10.5,11.0,True,µg/m³,13.166666666666666,14.0,True,µg/m³,57.666666666666664,51.0,True,µg/m³,17.0,15.0,True,µg/m³,500.0,500.0,True,µg/m³,5.833333333333333,6.0,False,,,
522,滁州市,32.2786,118.3094,CN,True,µg/m³,59.5,59.0,True,µg/m³,78.83333333333333,80.5,True,µg/m³,110.66666666666667,113.0,True,µg/m³,75.33333333333333,70.0,True,µg/m³,1066.6666666666667,1050.0,True,µg/m³,9.833333333333334,10.5,False,,,
523,阜阳市,32.8603,115.7838889,CN,True,µg/m³,52.0,52.5,True,µg/m³,45.5,43.5,True,µg/m³,96.33333333333333,95.0,True,µg/m³,75.83333333333333,71.5,True,µg/m³,866.6666666666666,850.0,True,µg/m³,13.5,13.0,False,,,
524,宿州市,33.6284,116.9677,CN,True,µg/m³,64.66666666666667,61.5,True,µg/m³,58.333333333333336,61.0,True,µg/m³,98.66666666666667,100.0,True,µg/m³,83.4,83.0,True,µg/m³,750.0,750.0,True,µg/m³,9.0,9.0,False,,,
525,六安市,31.7371,116.478,CN,True,µg/m³,42.5,43.5,True,µg/m³,49.5,48.5,True,µg/m³,99.75,98.0,True,µg/m³,64.125,63.5,True,µg/m³,850.0,850.0,True,µg/m³,3.5,4.0,False,,,
526,亳州市,33.8399,115.7831,CN,True,µg/m³,53.0,53.0,True,µg/m³,38.25,40.5,True,µg/m³,108.5,108.5,True,µg/m³,70.75,72.0,True,µg/m³,850.0,850.0,True,µg/m³,13.5,13.0,False,,,
527,池州市,30.6539,117.4697,CN,True,µg/m³,21.5,22.0,True,µg/m³,40.333333333333336,39.5,True,µg/m³,87.66666666666667,88.0,True,µg/m³,37.666666666666664,37.0,True,µg/m³,566.6666666666666,600.0,True,µg/m³,6.166666666666667,6.0,False,,,
528,宣城市,30.9431,118.7175,CN,True,µg/m³,47.833333333333336,48.0,True,µg/m³,52.833333333333336,55.0,True,µg/m³,104.33333333333333,105.0,True,µg/m³,60.0,62.0,True,µg/m³,633.3333333333334,650.0,True,µg/m³,7.666666666666667,7.5,False,,,
529,莆田市,25.3214,118.981,CN,True,µg/m³,22.8,23.0,True,µg/m³,17.9,18.5,True,µg/m³,70.4,70.0,True,µg/m³,29.875,29.0,True,µg/m³,750.0,800.0,True,µg/m³,5.8,6.0,False,,,
530,三明市,26.2625,117.6211,CN,True,µg/m³,49.285714285714285,46.0,True,µg/m³,27.0,28.0,True,µg/m³,81.71428571428571,81.0,True,µg/m³,54.166666666666664,53.0,True,µg/m³,1085.7142857142858,1000.0,True,µg/m³,20.142857142857142,18.0,False,,,
531,南平市,26.6272,118.1694,CN,True,µg/m³,24.5,29.0,True,µg/m³,18.25,21.5,True,µg/m³,65.625,61.5,True,µg/m³,36.166666666666664,34.5,True,µg/m³,800.0,800.0,True,µg/m³,10.25,10.5,False,,,
532,龙岩市,25.0311,117.0151,CN,True,µg/m³,46.25,46.5,True,µg/m³,28.5,29.5,True,µg/m³,81.25,85.0,True,µg/m³,59.285714285714285,52.0,True,µg/m³,962.5,900.0,True,µg/m³,16.0,15.0,False,,,
533,宁德市,26.6607,119.5202,CN,True,µg/m³,29.833333333333332,30.0,True,µg/m³,18.5,19.0,True,µg/m³,51.0,51.0,True,µg/m³,33.666666666666664,32.0,True,µg/m³,883.3333333333334,900.0,True,µg/m³,7.666666666666667,8.0,False,,,
